,EnrollMent,Name,Gender,Contact Number,City,OS,DMATHS,OOPJ,PEM,COA
334,1.8028E+11,मुकेश,m,712-150-7083,Ahmedabad,47,42,25,34,47
335,1.8028E+11,rajesh gupta,m,514-521-6453,Surat,70,28,63,69,28
336,1.8028E+11,naresh kumar,m,597-615-6063,Bhavnagar,61,63,45,54,38
337,1.8028E+11,dhirender,m,568-424-9798,Amreli,60,36,66,49,64
338,1.8028E+11,aakash kumar,m,206-462-5458,Amreli,40,29,57,18,28
339,1.8028E+11,ramvir,m,708-658-2304,Amreli,46,66,66,31,39
340,1.8028E+11,samim @ sonu,m,555-660-1982,Bhuj,44,17,36,16,46
341,1.8028E+11,vijay kumar,m,199-664-4373,Bhuj,45,70,63,54,59
342,1.8028E+11,pransis kallu,m,309-205-6445,Bhavnagar,42,32,23,69,32
343,1.8028E+11,bacche singh,m,797-630-7012,Bhavnagar,70,33,43,69,36
344,1.8028E+11,govind patel,m,831-472-5959,Bhavnagar,15,56,64,43,64
345,1.8028E+11,ram dayal,m,909-116-1200,Amreli,16,26,28,59,67
346,1.8028E+11,mannulal,m,824-623-3555,Amreli,58,39,62,44,19
347,1.8028E+11,pankaj jina,m,359-740-9347,Rajkot,29,63,16,48,37
348,1.8028E+11,rahul kumar,m,284-645-2307,Bhuj,32,65,41,45,18
349,1.8028E+11,ravi,m,907-005-0867,Bhavnagar,57,69,64,70,24
350,1.8028E+11,yogesh chahar,m,808-578-7674,Bhuj,22,60,56,49,19
351,1.8028E+11,vikash,m,883-694-8013,Bhavnagar,37,24,22,23,35
352,1.8028E+11,dildar khan,m,546-619-7663,Amreli,24,18,24,63,17
353,1.8028E+11,pankaj chaudhary,m,262-689-7275,Amreli,30,51,20,68,66
354,1.8028E+11,balraj singh,m,357-741-8238,Rajkot,25,48,29,29,57
355,1.8028E+11,manish,m,174-612-4067,Vadodara,57,22,35,42,49
356,1.8028E+11,samon,m,522-055-6098,Ahmedabad,48,31,26,17,31
357,1.8028E+11,kuldeep singh,m,443-776-3857,Bhavnagar,31,38,69,39,42
358,1.8028E+11,neeraj sahgal,m,154-847-1671,Vadodara,26,29,15,47,67
359,1.8028E+11,lal chand,m,239-680-9403,Ahmedabad,43,36,49,19,53
360,1.8028E+11,hawa singh,m,560-160-8396,Rajkot,56,60,43,27,65
361,1.8028E+11,mukesh bluni,m,907-603-5133,Vadodara,50,19,69,32,32
362,1.8028E+11,roopsingh,m,551-036-5179,Vadodara,38,48,38,52,58
363,1.8028E+11,dilawar,m,978-418-7159,Amreli,27,66,36,19,56
364,1.8028E+11,rakesh kumar,m,668-007-6946,Ahmedabad,68,30,33,36,58
365,1.8028E+11,paras,m,168-753-4393,Ahmedabad,45,33,26,66,51
366,1.8028E+11,laxman,m,903-568-4656,Bhuj,21,66,44,30,69
367,1.8028E+11,ankur baliyan,m,247-626-4304,Amreli,27,38,45,34,27
368,1.8028E+11,madan mohan meena,m,982-267-7039,Vadodara,47,64,53,48,58
369,1.8028E+11,vinay,m,528-846-8623,Vadodara,26,53,33,18,42
370,1.8028E+11,deepak sharma,m,931-296-6175,Ahmedabad,17,15,50,24,35
371,1.8028E+11,parvez,m,718-600-1244,Rajkot,39,64,23,19,65
372,1.8028E+11,gorav,m,319-877-1305,Gandhinagar,21,30,70,68,65
373,1.8028E+11,rohit kumar,m,806-085-2548,Amreli,42,24,30,63,43
374,1.8028E+11,rajnish dev,m,552-321-9505,Vadodara,46,52,64,34,50
375,1.8028E+11,revndrshing,m,726-888-1515,Vadodara,24,66,53,68,46
376,1.8028E+11,anjani kumar,m,202-346-9881,Rajkot,70,66,63,32,38
377,1.8028E+11,sufian,m,714-673-5443,Bhuj,27,51,28,56,19
378,1.8028E+11,arman,m,471-033-7898,Gandhinagar,66,19,22,30,70
379,1.8028E+11,rohit,m,348-077-6184,Bhuj,27,32,56,32,15
380,1.8028E+11,raj kumar choudhry,m,530-226-5847,Surat,59,66,69,31,62
381,1.8028E+11,rohit,m,552-177-8520,Gandhinagar,19,64,48,25,64
382,1.8028E+11,sanchit mittal,m,773-563-2329,Ahmedabad,70,65,47,25,33
383,1.8028E+11,tanmay,m,120-286-6799,Bhuj,16,24,35,33,34
384,1.8028E+11,abdul rahuf,m,330-753-1042,Bhavnagar,23,38,26,44,56
385,1.8028E+11,manish ( with daughter purwa 7 years ),m,511-524-3969,Bhuj,30,67,48,58,33
386,1.8028E+11,sakcham,m,476-135-3482,Vadodara,40,28,36,17,17
387,1.8028E+11,surendar,m,266-648-7486,Vadodara,38,61,66,61,62
388,1.8028E+11,sachin singh,m,214-269-3128,Rajkot,52,16,33,31,59
389,1.8028E+11,ranjit singh,m,486-773-8852,Vadodara,28,62,38,65,58
390,1.8028E+11,ghanshyam,m,909-883-2868,Amreli,58,42,24,27,61
391,1.8028E+11,rahul jain,m,945-790-0501,Amreli,43,58,27,51,46
392,1.8028E+11,rakesh,m,570-448-9310,Bhavnagar,57,15,45,69,61
393,1.8028E+11,pradep,m,727-353-8304,Amreli,38,33,32,69,67
394,1.8028E+11,dhananjai,m,178-368-8942,Amreli,22,61,61,40,58
395,1.8028E+11,sumer malik,m,445-231-3698,Rajkot,48,53,48,51,48
396,1.8028E+11,santosh kumar dube,m,582-424-8105,Bhuj,33,46,24,29,31
397,1.8028E+11,kishor rai,m,862-775-0455,Bhavnagar,60,30,37,16,61
398,1.8028E+11,pankaj mishra,m,129-632-6242,Amreli,31,37,69,53,35
399,1.8028E+11,rajiv goyal,m,306-486-4926,Ahmedabad,15,52,70,65,45
400,1.8028E+11,parvej,m,744-745-9413,Surat,25,19,55,56,17
401,1.8028E+11,hemant,m,745-063-0677,Bhavnagar,19,69,38,19,46
402,1.8028E+11,chintan saini,m,578-644-9591,Vadodara,62,53,25,64,68
403,1.8028E+11,tejpal,m,910-115-8805,Bhuj,29,17,31,57,28
404,1.8028E+11,anil,m,840-729-3468,Bhavnagar,64,40,59,21,57
405,1.8028E+11,dinesh tyagi,m,940-600-2641,Bhuj,59,27,39,61,70
406,1.8028E+11,chote,m,573-548-6091,Ahmedabad,26,68,30,26,50
407,1.8028E+11,mohd suleman,m,584-801-8875,Bhavnagar,39,65,49,21,36
408,1.8028E+11,neeraj kumar,m,962-698-0868,Vadodara,23,17,16,25,49
409,1.8028E+11,nitin @ bhura,m,878-659-0742,Amreli,19,67,52,58,48
410,1.8028E+11,sagir ahmad,m,201-779-8128,Rajkot,38,17,69,50,42
411,1.8028E+11,harish sharma,m,287-510-2573,Amreli,55,21,24,47,21
412,1.8028E+11,said mohmad,m,300-884-0029,Vadodara,15,62,32,16,45
413,1.8028E+11,shivam avwsthi,m,604-038-5516,Surat,51,55,51,49,26
414,1.8028E+11,munna kumar @ pankaj,m,557-307-3688,Ahmedabad,21,25,40,30,17
415,1.8028E+11,paratibha,m,312-032-2673,Bhavnagar,16,29,62,51,64
416,1.8028E+11,sanjay kumar tripathi,m,461-027-7738,Bhuj,40,37,16,60,18
417,1.8028E+11,sant ram,m,547-545-1748,Surat,41,58,37,35,62
418,1.8028E+11,surgyan,m,326-252-6720,Surat,51,28,51,53,26
419,1.8028E+11,narender saini,m,396-216-8695,Bhavnagar,50,48,51,33,36
420,1.8028E+11,naresh kumar,m,381-024-8435,Gandhinagar,19,50,56,33,68
421,1.8028E+11,suresh,m,223-537-0787,Amreli,48,25,38,23,49
422,1.8028E+11,sh amrik singh,m,341-524-5582,Bhuj,41,44,17,70,43
423,1.8028E+11,pappe das,m,808-842-7148,Surat,23,48,58,19,15
424,1.8028E+11,shri ratan lal,m,745-881-0801,Gandhinagar,46,43,59,21,15
425,1.8028E+11,shri  aladeen,m,652-337-9095,Vadodara,47,35,53,37,37
426,1.8028E+11,shankar,m,789-143-4803,Ahmedabad,57,37,30,54,39
427,1.8028E+11,ashad madik,m,282-144-1158,Bhuj,61,31,18,57,60
428,1.8028E+11,santosh,m,710-665-6954,Ahmedabad,61,70,46,53,45
429,1.8028E+11,anil @ taini,m,910-740-2058,Vadodara,16,57,21,19,40
430,1.8028E+11,mohd. gulzar,m,590-558-9888,Ahmedabad,64,62,63,27,37
431,1.8028E+11,inkoo,m,532-292-7131,Surat,52,64,15,66,22
432,1.8028E+11,aajiv,m,260-038-1298,Bhuj,22,64,26,47,28
433,1.8028E+11,stephen topo,m,879-027-6767,Bhavnagar,28,51,55,66,25
434,1.8028E+11,asrf,m,971-108-4189,Amreli,46,64,23,30,54
435,1.8028E+11,sonu,m,165-103-9510,Rajkot,44,36,64,55,38
436,1.8028E+11,dama  rajanna,m,588-820-7147,Vadodara,64,35,31,38,24
437,1.8028E+11,shahnawaz,m,721-475-3211,Ahmedabad,50,28,48,63,44
438,1.8028E+11,mukesh kumar,m,967-441-0643,Bhavnagar,45,27,31,58,49
439,1.8028E+11,anil singh kushwah,m,825-163-7203,Bhavnagar,24,47,44,47,47
440,1.8028E+11,bada ahari,m,597-175-0521,Vadodara,34,25,61,63,32
441,1.8028E+11,vikram singh,m,415-630-5522,Surat,53,39,32,32,37
442,1.8028E+11,salim,m,193-616-6138,Vadodara,44,28,56,22,34
443,1.8028E+11,yogesh chandra joshi,m,945-713-8436,Gandhinagar,63,68,25,38,59
444,1.8028E+11,sudhir,m,410-132-2983,Gandhinagar,50,35,58,37,52
445,1.8028E+11,megharaj kirad,m,986-153-6957,Bhuj,27,38,20,62,32
446,1.8028E+11,kamlesh kumar urf sonu s/o harish,m,686-236-9013,Bhuj,50,21,49,40,68
447,1.8028E+11,anuj,m,962-864-3053,Gandhinagar,41,45,67,28,45
448,1.8028E+11,ravinder kumar,m,126-531-0603,Bhuj,48,58,57,47,64
449,1.8028E+11,ravi,m,720-553-3545,Surat,29,35,38,61,24
450,1.8028E+11,subodh,m,907-361-0742,Bhavnagar,25,46,33,36,45
451,1.8028E+11,dinesh kumar,m,457-484-0220,Bhavnagar,15,54,18,30,26
452,1.8028E+11,trilok chand,m,747-250-9612,Amreli,54,26,27,49,56
453,1.8028E+11,vikrant,m,759-520-0029,Ahmedabad,62,51,60,24,22
454,1.8028E+11,rantesh,m,897-434-3430,Bhuj,52,34,34,15,24
455,1.8028E+11,punit,m,142-636-4098,Ahmedabad,19,54,50,50,55
456,1.8028E+11,sudhir,m,778-344-7504,Rajkot,51,29,54,24,17
457,1.8028E+11,saad,m,591-613-2140,Vadodara,52,16,48,42,62
458,1.8028E+11,umashankar @ pappu,m,799-779-6868,Gandhinagar,64,48,66,49,46
459,1.8028E+11,arvind,m,499-297-6166,Amreli,57,59,22,60,35
460,1.8028E+11,sandeep,m,476-030-3447,Amreli,40,29,55,52,59
461,1.8028E+11,sandeep,m,744-112-5589,Bhavnagar,26,37,25,51,36
462,1.8028E+11,bhala ram,m,718-772-6698,Rajkot,48,28,21,56,29
463,1.8028E+11,kamal kishor,m,121-297-3537,Bhavnagar,18,57,36,68,50
464,1.8028E+11,shashi bhusan,m,283-125-8293,Ahmedabad,55,46,55,54,60
465,1.8028E+11,suresh kumar,m,649-259-2155,Amreli,17,47,48,45,30
466,1.8028E+11,ravindra singh,m,921-351-3778,Rajkot,34,32,51,48,37
467,1.8028E+11,naresh kumar,m,970-458-3363,Surat,50,63,22,38,51
468,1.8028E+11,arvind kiran,m,373-819-1819,Gandhinagar,34,28,57,49,59
469,1.8028E+11,harish,m,400-413-9513,Surat,40,21,38,70,55
470,1.8028E+11,rajender,m,973-016-5686,Amreli,40,47,31,23,37
471,1.8028E+11,arvind kumar @ sonu,m,920-671-2417,Bhuj,70,16,61,24,27
472,1.8028E+11,shivam arora,m,826-327-2124,Bhuj,62,65,36,22,54
473,1.8028E+11,mohd chand babu,m,615-801-6443,Gandhinagar,39,39,64,63,35
474,1.8028E+11,arun,m,283-619-8191,Amreli,48,50,18,42,17
475,1.8028E+11,ram dev yadav,m,779-617-9384,Bhavnagar,70,66,24,64,36
476,1.8028E+11,tanvir ahmad,m,652-042-3526,Bhavnagar,59,44,58,28,42
477,1.8028E+11,aarif,m,489-220-4103,Amreli,24,58,15,32,40
478,1.8028E+11,nishant@ chintu,m,801-144-2112,Surat,49,54,20,26,34
479,1.8028E+11,ram dulare,m,789-279-5991,Gandhinagar,44,35,44,43,50
480,1.8028E+11,jawahar singh,m,952-852-8663,Bhuj,39,47,29,15,18
481,1.8028E+11,shankar lal,m,932-437-1719,Surat,50,68,47,60,44
482,1.8028E+11,jaswant singh,m,409-340-2293,Amreli,46,51,67,20,28
483,1.8028E+11,pawan,m,241-670-2639,Surat,47,44,35,48,39
484,1.8028E+11,sukhram,m,217-550-7314,Ahmedabad,54,68,28,30,26
485,1.8028E+11,suresh kumar,m,481-329-2504,Amreli,64,30,50,70,43
486,1.8028E+11,harun rasheed,m,144-497-8781,Ahmedabad,70,52,43,40,70
487,1.8028E+11,manoj singh,m,359-474-4831,Gandhinagar,26,59,44,25,23
488,1.8028E+11,sandeep kapoor,m,891-344-4072,Amreli,21,65,50,29,33
489,1.8028E+11,prem ballabh,m,230-858-7719,Gandhinagar,51,36,26,33,23
490,1.8028E+11,vivek,m,420-444-8089,Bhavnagar,70,47,40,51,34
491,1.8028E+11,deepak,m,992-067-9206,Bhavnagar,23,36,57,23,42
492,1.8028E+11,raja rawat,m,892-284-2549,Rajkot,42,26,70,44,33
493,1.8028E+11,ashish kumar,m,157-660-7578,Gandhinagar,49,37,53,15,59
494,1.8028E+11,deepak,m,714-092-3955,Vadodara,65,20,26,37,53
495,1.8028E+11,waseem,m,652-876-6072,Rajkot,31,24,37,59,62
496,1.8028E+11,boby,m,101-132-3915,Rajkot,16,49,23,24,44
497,1.8028E+11,mithun kumar,m,527-305-4095,Rajkot,17,29,15,61,70
498,1.8028E+11,babli,f,477-314-8193,Bhavnagar,61,66,67,67,64
499,1.8028E+11,kajal,f,721-872-8228,Vadodara,70,63,67,61,66
500,1.8028E+11,gitika,f,497-878-0707,Amreli,67,68,61,66,63
501,1.8028E+11,maina devi,f,119-268-2319,Bhuj,60,67,60,62,64
502,1.8028E+11,smt. basanta devi,f,414-329-5842,Rajkot,67,68,69,61,63
503,1.8028E+11,seema,f,789-592-4898,Bhuj,67,63,67,62,61
504,1.8028E+11,"-	radha",f,398-811-1192,Surat,67,65,61,62,65
505,1.8028E+11,mamta,f,726-607-7382,Bhuj,66,61,61,67,65
506,1.8028E+11,savita,f,523-003-4685,Bhavnagar,67,68,62,61,65
507,1.8028E+11,reena,f,564-684-5418,Bhavnagar,64,60,70,67,61
508,1.8028E+11,harmeet kaur,f,559-249-4678,Gandhinagar,69,69,65,70,67
509,1.8028E+11,bhawna sejwani,f,574-632-4613,Vadodara,66,64,69,66,67
510,1.8028E+11,manisha,f,169-015-1276,Vadodara,63,65,67,67,60
511,1.8028E+11,akhtari @ muskan,f,915-011-3782,Rajkot,68,70,64,68,64
512,1.8028E+11,pharjana,f,636-600-3327,Bhavnagar,66,62,65,63,63
513,1.8028E+11,mamta,f,371-068-4241,Bhuj,62,62,68,66,62
514,1.8028E+11,nisha,f,650-815-7071,Bhavnagar,65,69,65,69,66
515,1.8028E+11,shivani,f,115-521-3841,Bhuj,60,65,61,65,69
516,1.8028E+11,shivani,f,164-609-2859,Surat,66,69,63,66,70
517,1.8028E+11,shivani,f,424-462-6483,Rajkot,68,70,70,67,66
518,1.8028E+11,reshma,f,980-513-0983,Surat,64,69,65,64,60
519,1.8028E+11,muskan,f,390-149-7969,Amreli,61,63,61,67,65
520,1.8028E+11,kiran,f,770-802-1920,Gandhinagar,68,66,66,70,67
521,1.8028E+11,prya @ choti,f,695-385-2531,Gandhinagar,70,70,70,68,60
522,1.8028E+11,minu,f,913-764-9970,Amreli,65,63,67,60,69
523,1.8028E+11,saloni,f,298-512-0948,Ahmedabad,66,67,70,63,68
524,1.8028E+11,mahrul nisha,f,257-300-8796,Rajkot,65,61,61,68,64
525,1.8028E+11,najmin,f,456-070-6324,Gandhinagar,64,60,67,63,65
526,1.8028E+11,simran,f,550-097-8192,Rajkot,60,70,68,63,60
527,1.8028E+11,kajal singh,f,452-676-2532,Surat,68,69,64,62,67
528,1.8028E+11,kumari divya urf kamal d/o babu lal bairwa,f,730-524-7179,Bhuj,60,60,70,68,64
529,1.8028E+11,kuntesh @ kunti,f,286-875-2214,Vadodara,63,65,61,61,68
530,1.8028E+11,barakha,f,499-743-4474,Gandhinagar,67,66,60,69,64
531,1.8028E+11,arti,f,893-148-4989,Rajkot,60,63,60,66,65
532,1.8028E+11,reenu,f,646-888-2705,Vadodara,63,67,63,66,66
533,1.8028E+11,smt. kavita,f,225-089-4179,Surat,61,69,67,70,61
534,1.8028E+11,puja,f,272-273-3110,Amreli,70,70,69,62,64
535,1.8028E+11,sikha,f,382-800-2778,Bhavnagar,62,66,67,67,67
536,1.8028E+11,sangeeta,f,341-156-7366,Bhuj,70,63,63,62,64
537,1.8028E+11,babli @ ritu,f,482-395-9729,Gandhinagar,65,64,62,63,69
538,1.8028E+11,preeti kumari,f,563-747-1029,Ahmedabad,64,65,66,68,67
539,1.8028E+11,sonia with her daughter sonikshi age- 3 month,f,895-127-8134,Rajkot,67,61,68,64,65
540,1.8028E+11,salu,f,675-243-1989,Gandhinagar,60,67,60,68,62
541,1.8028E+11,sneha,f,347-624-9007,Bhavnagar,63,66,64,62,69
542,1.8028E+11,heera lal @ sunil kanojia,f,805-715-4521,Ahmedabad,67,61,61,63,63
543,1.8028E+11,priti,f,473-473-8919,Surat,68,66,61,69,61
544,1.8028E+11,priyanka,f,500-278-9627,Bhuj,62,66,64,64,64
545,1.8028E+11,pinky,f,366-087-7536,Vadodara,62,69,66,60,68
546,1.8028E+11,manjeet kaur,f,599-296-0560,Surat,61,69,70,69,62
547,1.8028E+11,gangajali devi,f,909-149-0446,Vadodara,62,67,68,67,65
548,1.8028E+11,rekha,f,846-736-9732,Rajkot,66,67,61,60,70
549,1.8028E+11,sunita kanwar,f,425-469-2972,Rajkot,62,69,64,63,63
550,1.8028E+11,ranju sharma,f,453-207-3648,Amreli,70,61,60,68,63
551,1.8028E+11,leela devi,f,619-822-3328,Ahmedabad,65,69,62,68,66
552,1.8028E+11,asha,f,763-122-6316,Vadodara,66,60,66,68,69
553,1.8028E+11,shakshi@ megha,f,420-008-3134,Amreli,64,64,69,61,61
554,1.8028E+11,lata,f,489-632-9480,Gandhinagar,60,63,66,65,67
555,1.8028E+11,santi bai,f,221-012-5548,Vadodara,68,62,69,60,60
556,1.8028E+11,sikha,f,739-135-6372,Amreli,65,63,68,62,68
557,1.8028E+11,nisha,f,747-094-9614,Gandhinagar,68,62,67,67,67
558,1.8028E+11,dipa bai,f,576-400-0388,Amreli,62,63,63,61,66
559,1.8028E+11,anju,f,674-497-1301,Rajkot,60,60,62,68,64
560,1.8028E+11,shalu,f,692-584-5273,Gandhinagar,64,67,63,66,70
561,1.8028E+11,ganesi devi,f,334-053-8856,Gandhinagar,68,61,65,61,61
562,1.8028E+11,lakshmi devi,f,483-324-5396,Bhuj,70,69,67,60,70
563,1.8028E+11,priya,f,635-456-3191,Surat,64,68,63,67,62
564,1.8028E+11,sonia,f,358-505-9405,Surat,69,67,70,67,64
565,1.8028E+11,raj kumari,f,347-556-3045,Bhuj,67,63,65,70,66
566,1.8028E+11,jakra khatoon,f,902-618-6371,Amreli,69,66,60,62,67
567,1.8028E+11,roshan,f,168-156-9956,Bhuj,62,69,63,61,63
568,1.8028E+11,mrs. nidhi,f,622-211-7172,Gandhinagar,69,62,68,65,68
569,1.8028E+11,saahin,f,721-607-9884,Ahmedabad,66,67,60,67,62
570,1.8028E+11,laxmi @ gudiya,f,625-402-5716,Amreli,64,69,63,64,62
571,1.8028E+11,shital,f,576-829-8746,Vadodara,66,63,62,64,65
572,1.8028E+11,nitam,f,450-814-9981,Rajkot,66,67,61,62,70
573,1.8028E+11,tulsi,f,498-094-8711,Gandhinagar,67,67,67,62,69
574,1.8028E+11,kajal,f,562-439-2097,Ahmedabad,60,69,61,61,67
575,1.8028E+11,deepali,f,760-736-3403,Gandhinagar,61,68,68,67,64
576,1.8028E+11,monika munda,f,203-398-5908,Ahmedabad,63,62,67,60,67
577,1.8028E+11,nisha,f,336-299-9505,Bhuj,70,65,70,68,67
578,1.8028E+11,seema das,f,593-853-3128,Ahmedabad,70,60,68,61,63
579,1.8028E+11,soni,f,838-550-9735,Surat,67,67,68,70,64
580,1.8028E+11,rashmi @ ishika,f,656-769-4954,Surat,61,69,68,63,62
581,1.8028E+11,sonam,f,502-588-9815,Rajkot,64,65,69,64,64
582,1.8028E+11,rashmi @ ishika,f,314-811-9194,Ahmedabad,63,61,65,65,66
583,1.8028E+11,vimlesh,f,180-709-4053,Rajkot,70,67,60,64,70
584,1.8028E+11,dimple,f,632-216-8492,Rajkot,64,68,65,65,66
585,1.8028E+11,radhika,f,699-690-4975,Bhavnagar,69,62,64,61,61
586,1.8028E+11,arati,f,693-091-6347,Surat,66,64,64,66,66
587,1.8028E+11,rajni,f,276-628-6875,Bhavnagar,60,63,69,67,61
588,1.8028E+11,guljan,f,941-706-2688,Vadodara,68,64,62,68,70
589,1.8028E+11,dariya kanwar,f,470-772-0324,Rajkot,65,64,61,63,64
590,1.8028E+11,seema saini,f,636-080-4566,Surat,68,65,61,64,66
591,1.8028E+11,laxmi,f,353-546-8192,Vadodara,63,67,63,68,65
592,1.8028E+11,dropti raiger,f,116-105-3732,Surat,62,62,67,62,70
593,1.8028E+11,sumanlta,f,556-022-8809,Amreli,60,61,65,62,60
594,1.8028E+11,aarti,f,705-650-0567,Vadodara,64,63,66,61,66
595,1.8028E+11,ku. fatma,f,250-129-2584,Amreli,60,70,66,62,68
596,1.8028E+11,varsha,f,516-596-7667,Gandhinagar,62,66,63,62,67
597,1.8028E+11,nirmla,f,934-560-9816,Ahmedabad,62,61,67,68,70
598,1.8028E+11,nilam sharma,f,542-245-1527,Vadodara,70,48,69,60,44
599,1.8028E+11,diksha @ billa,f,943-145-0684,Gandhinagar,18,51,40,47,24
600,1.8028E+11,priyanka,f,698-723-1226,Bhavnagar,53,20,27,39,49
601,1.8028E+11,leena rai,f,166-236-3316,Vadodara,22,41,59,47,43
602,1.8028E+11,ku. seema,f,592-623-6693,Bhavnagar,59,25,38,46,32
603,1.8028E+11,smt sarita davi,f,404-411-9602,Vadodara,62,45,28,70,27
604,1.8028E+11,jyoti,f,133-006-9488,Gandhinagar,18,16,42,51,67
605,1.8028E+11,manjeet,f,811-813-6515,Bhuj,66,20,47,33,33
606,1.8028E+11,ekamjeet,f,833-774-3655,Amreli,52,42,48,21,32
607,1.8028E+11,nisha,f,646-360-8973,Gandhinagar,15,67,52,38,38
608,1.8028E+11,chhotudevi,f,252-884-2262,Gandhinagar,53,40,29,42,62
609,1.8028E+11,mansi,f,499-460-9783,Vadodara,41,28,27,45,19
610,1.8028E+11,pooja,f,955-798-3560,Bhavnagar,65,24,33,17,45
611,1.8028E+11,archana,f,688-605-0847,Bhavnagar,29,48,61,26,36
612,1.8028E+11,premlata,f,582-097-4512,Vadodara,43,64,53,55,55
613,1.8028E+11,shobha,f,738-310-5183,Amreli,55,18,36,59,50
614,1.8028E+11,neelam,f,775-764-7891,Surat,33,34,21,40,50
615,1.8028E+11,saiesta,f,890-525-5303,Bhuj,23,57,59,58,25
616,1.8028E+11,sangeeta,f,339-073-3170,Ahmedabad,49,50,21,70,16
617,1.8028E+11,sonyi,f,627-437-4976,Surat,55,28,55,32,34
618,1.8028E+11,vimla,f,117-746-7470,Gandhinagar,51,42,33,64,56
619,1.8028E+11,smt kusum davi,f,668-284-5156,Vadodara,37,25,30,40,49
620,1.8028E+11,leena,f,474-490-6382,Bhavnagar,24,18,16,52,32
621,1.8028E+11,rekha,f,590-128-2468,Bhavnagar,31,24,38,66,16
622,1.8028E+11,kokila meena,f,970-294-8454,Vadodara,28,43,25,49,66
623,1.8028E+11,rekha varhat`,f,769-854-9436,Rajkot,69,66,58,60,19
624,1.8028E+11,shobha,f,878-006-0646,Bhuj,28,66,32,45,67
625,1.8028E+11,suman,f,569-679-9382,Bhuj,40,42,64,56,70
626,1.8028E+11,moni,f,565-573-1818,Gandhinagar,56,65,68,62,19
627,1.8028E+11,smt. manju,f,422-050-3886,Amreli,56,21,70,16,68
628,1.8028E+11,tanu,f,677-104-9375,Bhuj,17,45,18,51,19
629,1.8028E+11,sagira begam,f,820-109-8666,Amreli,41,28,42,32,28
630,1.8028E+11,dhana devi,f,474-200-3926,Bhuj,43,22,16,67,49
631,1.8028E+11,shama,f,975-660-3174,Ahmedabad,22,44,70,62,67
632,1.8028E+11,silpi kumari,f,927-697-7814,Ahmedabad,65,52,46,54,55
633,1.8028E+11,seeta,f,149-091-8907,Bhavnagar,35,52,70,40,29
634,1.8028E+11,anchal,f,328-237-0544,Bhuj,22,27,59,19,24
635,1.8028E+11,priyanka,f,690-134-6459,Gandhinagar,18,56,30,63,30
636,1.8028E+11,komal,f,208-844-1875,Bhuj,70,55,57,53,22
637,1.8028E+11,jyoti,f,422-580-2592,Amreli,57,63,62,57,17
638,1.8028E+11,janid minjh,f,903-264-3162,Amreli,16,64,70,18,19
639,1.8028E+11,komal,f,302-638-6317,Vadodara,38,33,22,17,57
640,1.8028E+11,rinki,f,429-432-2793,Rajkot,18,15,15,57,27
641,1.8028E+11,pooja,f,781-354-3736,Rajkot,63,41,58,68,41
642,1.8028E+11,neha,f,559-201-2405,Bhuj,21,38,32,44,52
643,1.8028E+11,sapna,f,419-436-4385,Rajkot,19,38,54,15,15
644,1.8028E+11,meena,f,586-851-7608,Vadodara,22,24,45,68,61
645,1.8028E+11,amisha,f,233-124-1053,Surat,55,54,67,18,65
646,1.8028E+11,kumari arti,f,384-885-0352,Vadodara,47,31,29,36,69
647,1.8028E+11,najrana,f,500-394-8245,Bhavnagar,33,59,20,35,51
648,1.8028E+11,poonam,f,795-302-2408,Vadodara,17,60,25,31,18
649,1.8028E+11,renu,f,389-681-0039,Bhuj,49,52,21,47,50
650,1.8028E+11,sarita,f,145-067-7573,Vadodara,44,31,45,34,38
651,1.8028E+11,neraj @ pooja,f,593-486-8651,Vadodara,42,40,27,51,39
652,1.8028E+11,kiran ravtela,f,473-633-8527,Gandhinagar,60,64,70,54,42
653,1.8028E+11,sonia,f,639-457-2998,Bhuj,69,64,63,43,61
654,1.8028E+11,shabbo devi,f,721-859-3260,Rajkot,22,30,30,56,70
655,1.8028E+11,groti @ rati,f,850-497-3327,Ahmedabad,19,43,29,18,60
656,1.8028E+11,komal,f,974-869-8831,Vadodara,20,43,66,30,63
657,1.8028E+11,hemlata,f,868-447-7603,Bhuj,17,23,68,29,53
658,1.8028E+11,shikha kumari,f,636-450-8818,Ahmedabad,18,68,18,53,56
659,1.8028E+11,noorin,f,788-671-8581,Gandhinagar,31,16,69,26,22
660,1.8028E+11,bina,f,910-066-4035,Gandhinagar,63,22,58,53,33
661,1.8028E+11,manisha,f,778-479-1965,Surat,46,25,41,20,51
662,1.8028E+11,pooja,f,855-720-4458,Bhavnagar,31,37,30,37,70
663,1.8028E+11,neha,f,244-117-3738,Amreli,31,59,61,43,62
664,1.8028E+11,kanchan,f,433-733-5868,Amreli,32,20,61,47,60
665,1.8028E+11,pree,f,776-117-9642,Bhavnagar,26,43,23,41,35
666,1.8028E+11,sanju kumari,f,538-095-8174,Bhavnagar,20,15,47,66,37
667,1.8028E+11,neetu,f,823-001-7515,Bhuj,39,55,57,22,16
668,1.8028E+11,samreen,f,162-495-0742,Gandhinagar,45,30,60,21,55
669,1.8028E+11,khurshida bano,f,873-418-3320,Surat,65,62,49,21,57
670,1.8028E+11,kiran,f,593-443-0068,Ahmedabad,67,21,21,60,30
671,1.8028E+11,usha sharma,f,223-462-4276,Vadodara,20,54,23,69,32
672,1.8028E+11,meenu,f,334-842-5560,Vadodara,25,24,46,15,20
